Original_Venture_Name,Year_Foundation,Alternative_Name
Tendertec Limited,2017,
Ultromics Limited,2017,
atama plus Inc.,2017,
BayBridgeDigital Group LLC,2017,
Carbice Corporation,2017,
"Drone Pilot Agency Co., Ltd.",2017,
GITAI Inc.,2017,
"Nulogix Health, Inc.",2017,
River Lane Research Ltd,2017,
Kleos Space S.A.,2017,
"GAUSS, Inc.",2017,
"Aurora Innovation, Inc.",2017,
Oivi AS,2017,
"Another Brain, SA",2017,
"conDati, Inc.",2017,
Prophecy.io,2017,
Amperon,2017,
AquaNRG,2017,
Aigent,2017,
Gatik,2017,
Hummingbot,2017,
AXON Vision,2017,
Zymvol Biomodeling,2017,
ProovStation,2017,
CollabDeen,2017,
SmaSS technologies,2017,
AVA,2017,
Abelee,2017,
"Riseye Intelligent Technology (Shenzhen) Co., Ltd.",2017,
"Uplift Labs, inc.",2017,
"Q-Branch Labs, Inc.",2017,
Valid Network Ltd.,2017,
Ciitizen Corporation,2017,
QMATCH,2017,
Streak AI Technologies Pvt. Ltd.,2017,
Daivergent Inc.,2017,
Windsec,2017,
Creative Labs Co,2017,
Duranc Inc,2017,
Fifth Eye Inc.,2017,
"Weights and Biases, Inc",2017,
Hiber AB,2017,
envelio GmbH,2017,
Farm Jenny LLC,2017,
Factmata Limited,2017,
Allure Systems SAS,2017,
"Apprente, Inc.",2017,
Greendeck Technologies Limited,2017,
"Astera Labs, Inc.",2017,
Bakpax Inc.,2017,
Gleamer,2017,
"InterGen Data, Inc.",2017,
Peritus.ai Inc.,2017,
AI Foundation,2017,
Chargeafter Ltd,2017,
L2P Limited,2017,
Halosis,2017,
"Aquabyte, Inc.",2017,
Integrate.ai Inc.,2017,
"UPLTV, Inc.",2017,
Eligma Ltd.,2017,
Xperiti,2017,
Syntiant Corp.,2017,
Skyline AI Ltd,2017,
"Zorus, Inc.",2017,
"TradFit Co., Ltd.",2017,
ESN Cleer Health Pty Ltd,2017,
"FairMarkIT, Inc.",2017,
Sweepr Technologies Limited,2017,
"Standard Cognition, Corp.",2017,
"VeriSIM Life, Inc.",2017,
MNFST,2017,
Sentient.io Pte Ltd,2017,
Genessential,2017,
KiliD,2017,
Food Market Hub,2017,
Adext AI,2017,
racksnet,2017,
Tribalist,2017,
AlphaSwap,2017,
Shoppo,2017,
Stitched,2017,
MindDust Labs,2017,
DriveTrust,2017,
Mandarinfish Holding Corp,2017,
Aristotle (registered as Bouquet.ai),2017,
Tastewise - AI for Food Innovation,2017,
Whizzco,2017,
SKORR,2017,
Yolo Inc.,2017,
"Populus Technologies, Inc.",2017,
Cargo Chief Acquisition Inc.,2017,
"Versa, Inc.",2017,
Heyday Technologies Inc.,2017,
i2x GmbH,2017,
GTN Ltd.,2017,
"Tignis, Inc.",2017,
CyCraft Technology Corporation,2017,
Parkoview SAS,2017,
Trustpair SAS,2017,
"Senseforth, Inc.",2017,
Covera Health,2017,
NymCard Limited,2017,
Aura health,2017,
Gather AI,2017,
"Oxipit, UAB",2017,
Fetch.ai,2017,
Vital Software Inc.,2017,
Comet ML Inc.,2017,
"Logivan Technologies ., JSC",2017,
SMARTEYE Tech Limited,2017,
Checkout Technologies s.r.l.,2017,
Afresh Technologies Inc.,2017,
Lifesight Pte. Ltd.,2017,
"Obligo, Inc.",2017,
NEX Team Inc.,2017,
"Obsidian Security, Inc.",2017,
Style Port Inc.,2017,
"Voyage Auto, Inc.",2017,
"Hangzhou Xinsheng Intelligent Technology Co., Ltd.",2017,
"SafeAI, Inc.",2017,
"Helloava, Inc.",2017,
"Stackin, Inc.",2017,
InfiniGrow,2017,
Distributed,2017,
Mirror Emoji Keyboard,2017,
MedHub-AI,2017,
IPEAK,2017,
Neural Magic,2017,
Xiaoxun Intelligent,2017,
DeepNatural,2017,
Boosted.ai,2017,
Amon,2017,
dipp,2017,
iSchoolConnect,2017,
"Neuralmagic, Inc.",2017,
Fritz Labs Inc,2017,
TerraQuanta,2017,
"Gatik AI, Inc.",2017,
"Commure, Inc.",2017,
"NakedPoppy Holdings, Inc.",2017,
WITINMEN,2017,
"Myota, Inc.",2017,
"Ellipsis Health, Inc.",2017,
"Elementary Robotics, Inc.",2017,
Agile Analog Ltd,2017,
"Streamlio, Inc.",2017,
"Wevo, Inc.",2017,
Snaphunt Pte Ltd.,2017,
Futr AI Limited,2017,
Senso.ai Inc.,2017,
impress.ai,2017,
Case Law Analytics,2017,
VergeSense Inc.,2017,
Nomics LLC,2017,
LitiGate Ltd.,2017,
Pulse Q&A Inc.,2017,
"Spruce Up, Inc.",2017,
HOMI SmartHome Pte. Ltd.,2017,
"Pinch Labs, Inc.",2017,
"COTOBADESIGN, Inc.",2017,
DeepBiome Therapeutics Inc.,2017,
Olimp World Corp,2017,
Untether AI Corporation,2017,
"Influ2, Inc.",2017,
Vytalyx Inc,2017,
Setoo Limited,2017,
"10XTS, Inc.",2017,
"ISEE, Inc.",2017,
"Blameless, Inc.",2017,
Choosy,2017,
OTO Systems Inc.,2017,
"Aegicare (Shenzhen) Technology Co., Ltd.",2017,
XAIN AG,2017,
ConnecPath Inc.,2017,
"Kuandeng (Beijing) Technology Co., Ltd.",2017,
AI Medical Service Inc.,2017,
LegalForce Inc.,2017,
"GVA Tech Co., Ltd.",2017,
Dumpling,2017,
Olivex,2017,
askblu.ai (by Happy Blue Fish),2017,
IntelligentWeb,2017,
JamieAi,2017,
Travis the Translator,2017,
Nucleal,2017,
Kuandeng,2017,
YouSayIDo,2017,
Ztractor,2017,
StopFakeFood,2017,
Gig Economy Group,2017,
Aura Vision,2017,
Intelligent Artifacts,2017,
FarmaTrust,2017,
kea Llc,2017,
SCALE AI,2017,
Kakao Brain Corp.,2017,
"Boldend, Inc.",2017,
"Arabesque S-Ray GmbH, UK Branch",2017,
Workex Solutions and Services Private Limited,2017,
Foyoung Drone,2017,
Proteantecs Ltd.,2017,
Olivia AI Inc,2017,
"Qrativ, Inc.",2017,
Ideta,2017,
Uhura Solutions LTD,2017,
PXL Vision AG,2017,
MESMER,2017,
Viska Learning ehf.,2017,
NAVER LABS Corp.,2017,
SeekOps Inc.,2017,
Inflowz Ltd,2017,
SpecLab Holding S.A,2017,
Fabu Technology Limited,2017,
Nucleai Ltd.,2017,
Hazy Limited,2017,
"Wuhan Simshine Intelligent Technology Co., Ltd.",2017,
Sift Medical Data,2017,
GOSU.AI,2017,
"Bootstrap Legal, Inc.",2017,
Medius Health Pty Ltd.,2017,
MARS AUTO INC.,2017,
OneSoil,2017,
Meeshkan Oy,2017,
Explore Data Science Academy,2017,
BroadwAI LLC,2017,
Q-Ctrl Pty Ltd,2017,
Chronomics Ltd,2017,
Packitoo SAS,2017,
Ermes Cyber Security S.R.L.,2017,
"OpenLattice, Inc.",2017,
"SpIntellx, Inc.",2017,
"Beijing Infimind Technology Co., Ltd.",2017,
Acxela,2017,
BioTrillion,2017,
DeepValidation,2017,
Transiteo,2017,
Changmugu Medical,2017,
eko.ai,2017,
SENSAI - Empower Success,2017,
xiQ,2017,
Riseye,2017,
B+E,2017,
Textile,2017,
Radiobotics,2017,
"Zest, the Reality Media App",2017,
SPIRIT Blockchain Capital,2017,
Gabi SmartCare,2017,
Yizhun Intelligent,2017,
Yiwise,2017,
B Plus E LLC,2017,
NextStep Robotics LLC,2017,
"BabbleLabs, Inc.",2017,
Anyfin AB,2017,
EvidScience Inc,2017,
"DataGran, Inc.",2017,
VideoKen Inc.,2017,
Hyperlex SAS,2017,
Ambit Analytics Inc.,2017,
SteelEye Limited,2017,
Digitize.AI Inc.,2017,
Determined AI,2017,
NOVOS.gg LTD.,2017,
Brighter AI Technologies GmbH,2017,
Coneuron,2017,
"Ople, Inc.",2017,
"Phiar Technologies, Inc.",2017,
"Phlo, Inc.",2017,
aiCTX AG,2017,
TRASH INC.,2017,
August Robotics Pty. Ltd.,2017,
Synapse Medicine,2017,
"Slync, Inc.",2017,
Ghost Locomotion Inc.,2017,
"Zapata Computing, Inc.",2017,
SOLYTIC GmbH,2017,
DarwinAI Corp.,2017,
Neurosensum,2017,
Minim Inc.,2017,
MeetFrank OÜ,2017,
Join Marketing B.V.,2017,
Kannelle,2017,
Whiz.ai,2017,
Moodify Ltd,2017,
BullFrog AI Inc.,2017,
Pipeline Equity Inc.,2017,
"Biospatial, Inc.",2017,
Downstream Impact Inc.,2017,
Curbie,2017,
C-Exoskeleton Robot,2017,
teleportHQ,2017,
Faimdata,2017,
Starbutter AI,2017,
BodiData™,2017,
MIT-IBM Watson AI Lab,2017,
Beaconforce,2017,
Twik,2017,
SmartClean Technologies Pte Ltd,2017,
School Day,2017,
Ruixin Smart Medical,2017,
Apostera,2017,
Fractal Logistics,2017,
EcooSteam,2017,
"DataMix Co., Ltd.",2017,
Nextuple Inc.,2017,
"Minnow Technologies, Inc",2017,
SIG Medical Corp.,2017,
Symphergy Corp.,2017,
wayve ltd,2017,
NeuroTrend Pte Ltd,2017,
Edge Delta Inc.,2017,
"IPwe, INC.",2017,
"indus.ai, Inc.",2017,
Fundraise Up Inc.,2017,
Shannon.ai,2017,
Open Payments Europe AB,2017,
"Encootech, Co,. Ltd.",2017,
Orai,2017,
"Jawbone Health Hub, Inc.",2017,
"Ontic Technologies, Inc.",2017,
"FalconAI Technologies, Inc.",2017,
"Cardboard Live, Inc.",2017,
Heretik Inc.,2017,
"Month to Master, Inc.",2017,
Seoul Robotics,2017,
Flinks Technology Inc.,2017,
"Labelbox, Inc.",2017,
"Sapient Industries, Inc.",2017,
Huimanfen,2017,
Wingfield GmbH,2017,
Percipient.ai Inc.,2017,
Converge Technology Solutions Corp.,2017,
Korbit Technologies,2017,
OnSiteIQ Inc.,2017,
"Resily, Inc.",2017,
Belmont Technology Inc.,2017,
WattSense,2017,
Care Design Institute Inc.,2017,
RocketBody,2017,
Gravete,2017,
Agate,2017,
USIO Energy,2017,
BotChain,2017,
Skyline Robotics,2017,
iSPORTiSTiCS,2017,
Changyang Tech,2017,
"Blue Fever, Inc.",2017,
Pointcloud,2017,
Cultivate,2017,
Panda Technology,2017,
COPYRIGHT,2017,
Deep Zen,2017,
Teachable Machines™,2017,
JetClass,2017,
Drishti,2017,
Cherpa SAL,2017,
Facilio Inc.,2017,
Aibee Beijing Intelligent Technology Co.,2017,
"Blueday, Inc.",2017,
Aillis Inc,2017,
"Kubient, Inc.",2017,
GeoSpark Analytics Inc.,2017,
Skyline Robotics Ltd,2017,
"Beijing Aqrose Technology Co., Ltd.",2017,
Moovaz Innovation Pte Ltd,2017,
Metis Labs Limited,2017,
Kaleidofin Private Limited,2017,
Wluper Ltd.,2017,
D-ID,2017,
Project Verte Inc.,2017,
"Armorblox, Inc.",2017,
Anorak Technologies Limited,2017,
Voca.ai,2017,
"CounterFlow AI, Inc.",2017,
"DYN365, INC.",2017,
Legal Automation Ltd.,2017,
"Twignature, Inc.",2017,
"Augean Robotics, Inc.",2017,
"Automation Hero, Inc.",2017,
"Apex.AI, Inc.",2017,
Gideon Brothers d.o.o.,2017,
PolyAI Ltd,2017,
SelfStudy Inc.,2017,
Crux Informatics Inc.,2017,
Phenomic AI Inc.,2017,
SeeTree Systems Ltd.,2017,
Owl Technologies Inc.,2017,
"Blueprint Power Technologies, Inc",2017,
Humanising Autonomy Limited,2017,
"Nodin, Inc.",2017,
Grandhood,2017,
"RISK Technologies, Inc.",2017,
"Beijing Deep Intelligent Pharma Technology Co., Ltd.",2017,
Zone7,2017,
Gaia Inc.,2017,
Balto Software Inc.,2017,
"Novo Labs, Inc.",2017,
Praemo Inc.,2017,
Activ Surgical Inc.,2017,
"Cove Tool, Inc.",2017,
Kellify,2017,
EdSights,2017,
GoodVision,2017,
Humanz,2017,
Minnow,2017,
SIMPLIFY REALITY INC.,2017,
Kardian Autonomous Health Monitoring,2017,
"Open Space Labs, Inc.",2017,
Eatron Technologies,2017,
AdHive,2017,
Tiv.ai,2017,
Rock Human Devices,2017,
Fantasy Advantage Inc.,2017,
"MemVerge, Inc.",2017,
SeqOne S.A.S.,2017,
Wandelbots GmbH,2017,
"Misty Robotics, Inc.",2017,
"MobileMonkey, Inc.",2017,
"Connected Analytics, Inc.",2017,
"Trellis Research, Inc.",2017,
Pliops Ltd,2017,
Jumpstart,2017,
Seer,2017,
"Suki AI, Inc.",2017,
"Applied Intuition, Inc.",2017,
Outside Analytics Inc,2017,
Damon Motors Inc.,2017,
Upstream Security Ltd.,2017,
Osome Pte. Ltd.,2017,
"Hi Marley, Inc.",2017,
"LoanSnap, Inc.",2017,
"Theta Lake, Inc.",2017,
"Zhejiang Mairui robot Co., Ltd.",2017,
"Lightelligence, Inc.",2017,
Viral Marketing LLC,2017,
"Owl Analytics, Inc.",2017,
"Mr Buzz Inc, LLC",2017,
"Edge Medical Robotics, Inc.",2017,
Nami ML Inc.,2017,
Time is Ltd. s.r.o.,2017,
Notify Technology Ltd.,2017,
SentiSum,2017,
"K2 Cyber Security, Inc",2017,
"TerraClear, Inc",2017,
"Fintell Financial Service Outsourcing (Beijing) Co., Ltd.",2017,
"Appynest, Inc.",2017,
"Graphen, Inc.",2017,
eBrain,2017,
"ROOM Technology Ventures, Inc.",2017,
"S'UIMIN Co., Ltd.",2017,
DigiFi,2017,
Sport Grand Tour,2017,
elyps,2017,
Zoom Abroad,2017,
covariant.ai,2017,
DeepScribe,2017,
BeeHero,2017,
BitKeep Global Inc.,2017,
Xuanyu Tech,2017,
SayAllo,2017,
TruDecision Inc.,2017,
Ankr Network,2017,
"Element Biosciences, Inc.",2017,
"Shukun (Beijing) Network Technology Co., Ltd.",2017,
"NVXL Technology, Inc.",2017,
Alias Robotics,2017,
"Compute Software, Inc.",2017,
BluWave Inc.,2017,
Curv Labs Inc,2017,
Darillium,2017,
ClosedLoop.ai Inc.,2017,
Affable Technologies Pte. Ltd.,2017,
"Shotzr, Inc.",2017,
Yulu Bikes Pvt. Ltd.,2017,
"Advanced Voice Research Labs, Inc.",2017,
"AlphaNetworks, LLC",2017,
"Amadeus Code, Inc.",2017,
"Socially Determined, Inc.",2017,
"TaxToken, Inc.",2017,
"Red Mountain Scientific, LLC",2017,
"CyberMDx, Inc.",2017,
gNext Labs LLC,2017,
"AstrumU, Inc.",2017,
VCV Inc.,2017,
WANNABY,2017,
Senseon Tech LTD,2017,
Sensei Tech,2017,
FintechOS SRL,2017,
Shanghai Think-Force Electronic Technology Co. Ltd,2017,
Small Robot Company Limited,2017,
Diveplane Corporation,2017,
LexSet.ai LLC,2017,
TBSTest Technology,2017,
"Espressive, Inc.",2017,
"Tugboat Logic, Inc.",2017,
"FORGEAI, INC.",2017,
"InscribeAI, Inc.",2017,
"Descript, Inc.",2017,
"OSENSE TECHNOLOGY CO., LTD.",2017,
Precise Cardiology Limited,2017,
Emi Labs S.A.S.,2017,
Kido Dynamics,2018,
GrowApp,2018,
Re-Hub,2018,
Speciate AI,2018,
Insite AI Limited,2018,
"Loris.ai, Inc.",2018,
connectome.design inc.,2018,
"Zuodashi Technology (Shanghai) Co., Ltd.",2018,
"WhalesBot Technology (Shanghai) Co., Ltd.",2018,
"Snark AI, Inc.",2018,
Aito.ai,2018,
Lumachain Pty Ltd,2018,
Kobalt Security Inc.,2018,
Curious Thing Pty Ltd.,2018,
"Kanarys, Inc.",2018,
"Beijing RealAI Technology Co., Ltd.",2018,
Talent Alpha Inc.,2018,
"Spate, Inc.",2018,
"Star Mine Technology Co.,Ltd",2018,
Cognition IP,2018,
"CoLabs Holdings, LLC",2018,
Ravin AI Limited,2018,
Payhawk Limited,2018,
Juefx,2018,
Uiza Pte. Ltd.,2018,
"Bonsai Analytics, Inc.",2018,
"Cura Digital Health Solutions, Inc",2018,
Omnee Inc.,2018,
Plural.com,2018,
SetSail,2018,
BlinkAI,2018,
Kaskada,2018,
LogosBlock,2018,
Fluida Europe,2018,
ReGal 38I83,2018,
"FX Labs, Inc.",2018,
"P&P Med (Shanghai) Biotechnology Co., Ltd.",2018,
"SenseHawk, Inc.",2018,
Capture Technologies,2018,
Syrius Robotics,2018,
Quicko,2018,
ATAI Life Sciences AG,2018,
InfiniChains,2018,
XYZ Robotics Inc.,2018,
Covee Network AG,2018,
"Trill Project, Inc.",2018,
Coadjute Ltd,2018,
HyperAI Cloud Technology,2018,
Japan Data Science Consortium Co.,2018,
Culinda,2018,
Echo State,2018,
n-Powered,2018,
Incent,2018,
WeTuring,2018,
TIANCAI,2018,
Cerebriu,2018,
"Hypergiant, LLC",2018,
"Alma Campus, Inc.",2018,
Whispr AI IVS,2018,
VineHealth Digital Limited,2018,
Musiio Pte. Ltd.,2018,
Cashbee SAS,2018,
"Cigent Technology, Inc.",2018,
Synspective Inc.,2018,
Cashbot.ai Inc.,2018,
"Luminous Computing, Inc.",2018,
C5 Face Recognition Cloud Platform,2018,
"SVT Robotics, LLC",2018,
Loud Voice Services,2018,
"BiomeSense, Inc.",2018,
"E-Thera, Inc.",2018,
briq Construction Blockchain Inc.,2018,
Searchie,2018,
Consorto B.V.,2018,
"Sisu Data, Inc.",2018,
InvestSuite NV,2018,
Trigo vision LTD,2018,
"Amira Learning, Inc.",2018,
Rune AI Inc.,2018,
SYNAOS,2018,
Review.Network,2018,
KanduAI,2018,
Peoplebox.ai,2018,
Guoxing Aerospace Technology,2018,
Chief.AI,2018,
Overproof.com,2018,
WEEZIE,2018,
QuantHUB,2018,
Aequicens,2018,
Kepler Vision Technologies,2018,
"Beijing Jizhi Wuxian Technology Co., Ltd.",2018,
"Contiq, Inc.",2018,
ICOFY,2018,
butterwire Limited,2018,
"Attunely, Inc.",2018,
"Celsius Therapeutics, Inc.",2018,
Face Metrics,2018,
Flatfile Inc.,2018,
DREAMDATA.IO Aps,2018,
Lumen App Ltd,2018,
"Deckard Technologies, Inc.",2018,
Athena Security INC,2018,
"Tangram Flex, Inc.",2018,
Pitchboy,2018,
VALR (Pty) Ltd,2018,
Finturi BV,2018,
Scribeless,2018,
"RCM Brain, Inc.",2018,
Hyperproof Inc.,2018,
"electroNeek Robotics, Inc.",2018,
BOOM IMAGE STUDIO s.r.l.,2018,
"Maka Autonomous Robotic Systems, Inc.",2018,
Alex Therapeutics,2018,
Genezix,2018,
Qingwei Intelligent Technology,2018,
AInnovation,2018,
Mindzilla,2018,
Adino,2018,
Yikong Zhijia,2018,
DataGen Technologies,2018,
Extend AI,2018,
Supervaisor,2018,
FundGuard Inc.,2018,
"Monotony.ai, Inc.",2018,
"Odd Industries, SpA.",2018,
Caristo Diagnostics Limited,2018,
"Beijing Qingwei Intelligent Technology Co., Ltd.",2018,
Yxinsur.com,2018,
Merkle Science,2018,
Bita GmbH,2018,
NXTSoft LLC,2018,
Dasha.AI Inc.,2018,
"Rehinged, Inc.",2018,
Unkle SAS,2018,
"Instalimb, Inc.",2018,
UnitX Technologies,2018,
Donna Technologies AB,2018,
Pitch,2018,
CognitiveHealth Technologies LLC,2018,
Vayo,2018,
Thatch,2018,
"BotImage, Inc.",2018,
MDW.io,2018,
Paige,2018,
Hello Contento,2018,
Logo Island,2018,
Visla Labs Inc.,2018,
"AdaptiLab, Inc.",2018,
"Ligero, Inc.",2018,
"Zebrium, Inc.",2018,
Intelligent Learning,2018,
Celera Incorporated,2018,
Loansy,2018,
SprintAI,2018,
Lumina Technologies Inc.,2018,
Ike Robotics Inc.,2018,
Vet-AI,2018,
"Socialeads, Inc.",2018,
"Keyto, Inc.",2018,
Weiyun AI,2018,
PacketAI SAS,2018,
Cognicept Systems Pte. Ltd.,2018,
Fiddler Labs Inc,2018,
EyeLevel.ai,2018,
Plyable,2018,
Insolar Technologies Gmbh,2018,
Quantum Machines,2018,
VacationRenter LLC,2018,
SmartAssist.io Inc.,2018,
Exein S.p.A.,2018,
"MediaJel, Inc.",2018,
"Tech Ocean Co., Ltd.",2018,
PopulStay,2018,
Jungroo Learning Private Limited,2018,
Hokodo Ltd,2018,
Zippin,2018,
"Figure Technologies, Inc.",2018,
Shanghai Nuanwa Technology Co Ltd,2018,
"METRICA Co., Ltd",2018,
AnChain.ai Inc.,2018,
Sensyne Health plc,2018,
Legmin inc.,2018,
Butleric,2018,
AgenT,2018,
Gazelle.ai,2018,
ROKITAX,2018,
TradeSun Inc,2018,
Nowports,2018,
Qindom,2018,
Actify Data Labs Private Limited,2018,
Cryzen LLC,2018,
aXpire,2018,
"Sibros Technologies, Inc.",2018,
Pickle Robot Company,2018,
Superblocks AB,2018,
BibeCoffee,2018,
"Latent AI, Inc.",2018,
"Locai Solutions, Inc.",2018,
"Sigma Squares Tech (Beijing) Co., Ltd.",2018,
Kewei Robot,2018,
"Capaball Capabilities, S.L",2018,
Instoried Research Labs Pvt. Ltd,2018,
SituIQ,2018,
Fero.Ai,2018,
PinProps,2018,
Algoraise,2018,
HUE.AI,2018,
TranslateFX,2018,
Abtrace,2018,
"Live Undiscovered Music, Inc.",2018,
"Patent Research Foundation, Inc.",2018,
Dusty Robotics,2018,
Kristalic Inc.,2018,
MyDataModels SAS,2018,
Dbrain LLC,2018,
Jim Koala,2018,
Lexion,2018,
"KineticFuse, LLC",2018,
"SimpleBet, Inc.",2018,
XuanYi Tech,2018,
WithMe Health,2018,
Emesent Pty Ltd,2018,
SonarHome sp. Z o. O,2018,
"Promethium, Inc.",2018,
Karakuri Ltd,2018,
RollingFunds,2018,
"OSBeehives, Inc.",2018,
Liaro Inc.,2018,
3RDFlix Visual Effects Pvt. Ltd.,2018,
Neural Pocket Inc.,2018,
SMILE INTERNET TECHNOLOGIES PRIVATE LIMITED,2018,
Everestlabs.AI,2018,
Zhisheng,2018,
Artbrain,2018,
AONDevices,2018,
Maka Autonomous Robots,2018,
Wadhwani AI,2018,
Orca AI,2018,
"InAccel, Inc.",2018,
Rocketbot Studio,2018,
Grand Education,2018,
insitro Inc.,2018,
Cogni,2018,
Deptrum Limited,2018,
Bailian AI,2018,
Floodmapp Holdings Pty Ltd,2018,
"Crosschq, Inc.",2018,
Astroscreen Ltd,2018,
"101 Commerce, Inc.",2018,
TWAICE Technologies GmbH,2018,
Rahko Limited,2018,
Linear B Inc.,2018,
Verikai Inc,2018,
paragon semvox GmbH,2018,
"Panorama Medicine, Inc.",2018,
QBIT Robotics Corporation,2018,
mygroser,2018,
Aiconix.ai,2018,
Uppsala Foundation,2018,
RE Solutions,2018,
GetBoat.com,2018,
dotData,2018,
TreeCloud Technologies,2018,
Neuri PTE LTD.,2018,
CHILD Health Imprints (CHIL),2018,
Zenerchi,2018,
Carpe Diem Solutions,2018,
CoffeeExchange,2018,
"TopHap, Inc",2018,
Descartes Underwriting SAS,2018,
KrASIA PLUS PTE LTD.,2018,
Trelar Logistics Inc.,2018,
"Sigma IQ, Inc.",2018,
"Kodiak Robotics, Inc.",2018,
Ride Vision Ltd,2018,
Hero Laboratories LTD,2018,
Clarigent Health,2018,
"Cohereum, LLC",2018,
Medmain Inc.,2018,
Carmen,2018,
Journey Foods,2018,
Harvest Platform,2018,
Theator IL LTD,2018,
"Acceldata, Inc.",2018,
Yuanshan AI,2018,
"Voxel51, Inc.",2018,
EasyXR Advanced Tech,2018,
Epsagon Ltd.,2018,
ODAIA Intelligence Inc.,2018,
"LineVision, Inc.",2018,
"alwaysAI, Inc",2018,
RYFF INC.,2018,
DIYBlockchain,2018,
"Bukken-Kaigi Co., Ltd.",2018,
"HelloRelish, Inc.",2018,
Mission Lane LLC,2018,
"QuantumCore Co., Ltd.",2018,
"Streamlit, Inc.",2018,
Cen Inc.,2018,
Suiyuan Technology,2018,
Bailian Inteliigence,2018,
Superb AI,2018,
AI Parts,2018,
Newton Labs,2018,
EATLAB,2018,
Path Network LLC,2018,
"DMAI (Guangzhou) Co., Ltd.",2018,
Pencil Technologies Pte. Ltd.,2018,
"Ottopia, LTD.",2018,
"MasonHub, Inc.",2018,
Paradigm,2018,
"Crossbeam, Inc.",2018,
Pensees Technology,2018,
Frontier Medicines Corporation,2018,
Mindee SAS,2018,
"Shanghai Pinlan Data Technology Co., Ltd.",2018,
Lucinity Holding ehf.,2018,
AI Palette Pte. Ltd.,2018,
Run:AI,2018,
Aipore Inc.,2018,
Gradient A.I.,2018,
AZmed,2018,
"BlueRidge AI, Inc.",2018,
"VideaHealth, Inc.",2018,
Incepto Medical SAS,2018,
RHYTHM AI Ltd,2018,
Karakuri Inc.,2018,
BLIINK,2018,
"KAKEAI, Inc.",2018,
Quantum Computing Inc.,2018,
"Scythe Robotics, Inc.",2018,
Matcha Fund,2018,
Treebute.io,2018,
SIGAI,2018,
Wootzano,2018,
Katai,2018,
Happiify,2018,
Swarm Analytics,2018,
"Laer AI, Inc.",2018,
Basis AI,2018,
"Omnia Fishing, LLC",2018,
aifora GmbH,2018,
Dyme B.V.,2018,
Veego,2018,
"Ezra AI, Inc",2018,
Fengxing Technology,2018,
"Othram, Inc.",2018,
"Athenascope, Inc.",2018,
iziwork,2018,
AELER Technologies SA,2018,
AIgatha,2018,
"Defendry, LLC",2018,
Abzu ApS,2018,
Nimbella Corp.,2018,
Axioma Europe Ltd.,2018,
Operem Inc.,2018,
Contentstack LLC,2018,
AltaML,2018,
AKUR8,2018,
Smart Mining,2018,
Edgecortix,2019,
Terraview,2019,
Hayden AI,2019,
Solvent,2019,
Machine Labs Ltd,2019,
Fiture,2019,
"Vianai Systems, Inc.",2019,
Celona Inc.,2019,
3XR Inc.,2019,
Syncari,2019,
Popmetrics,2019,
Seknd,2019,
AHEAD Medicine,2019,
Muru Music,2019,
ArtiQ NV,2019,
Agerris Pty Ltd,2019,
MDI Health Technologies Ltd,2019,
"RealityEngines.AI, Inc.",2019,
Navigator,2019,
Canadian Agri-Food Automation and Intelligence Network (CAAIN),2019,
T11 Food Market,2019,
Joinspine,2019,
"Pearl, Inc.",2019,
"Leaner Technologies Co., Ltd.",2019,
Odeko Inc.,2019,
Niumengmeng,2019,
Utopos Games,2019,
xaana.ai,2019,
"Bond Financial Technologies, Inc.",2019,
OpenSC Pty Ltd,2019,
Evolv Technology Solutions Inc.,2019,
Wonderwerk,2019,
Shanghai AI Innovation,2019,
Flowlity SAS,2019,
Kzas.AI,2019,
COUTURME,2019,
Nemesis Labs Inc.,2019,
mosaic.tech,2019,
Lyrid,2019,
Nebuli,2019,
BACC,2019,
"Cowbell Cyber, Inc.",2019,
Symmetrical Labs Sp. z o.o.,2019,
Thrive Earlier Detection Corp.,2019,
Yunwen Technology,2019,
Kurvv,2019,
ImmuniWeb,2019,
9signals,2019,
YIWU MARKET,2019,
Zhifubao,2019,
"EDGEMATRIX Co., Ltd.",2019,
Saphron Pte Ltd,2019,
"Monogram Health, Inc.",2019,
CODE42.ai,2019,
GT Apeiron Therapeutics,2019,
Shentong Wanma,2019,
Pearl,2019,
Alpcer Technology,2019,
Ilara Health,2019,
"Pactum AI, Inc.",2019,
Lumilinks,2019,
Trace Data,2019,
Zhongke Haoyin,2019,
Myelin Foundry Pvt Ltd.,2019,
LeadRebel,2019,
"Shenzhen Yunhai Qilinji Computer Systems Co., Ltd.",,
Huizhong Medical,,
"Raysees (Shenzhen) Co., Ltd.",,
"Champion Technology Company, Inc.",,
Shenqing Technology,,
Evolution|AI Corporation,,
"Wingtech Technology Co.,Ltd",,
Prazas Learning Inc.,,
Points (PTS),,
"Cloud Innov (Beijing) Technology Co., Ltd.",,
Haoyintong,,
"Finalze, Inc.",,
"Futurism Markets, LLC",,
"Cab Dash, Inc.",,
"Shopagon, Inc.",,
"Zhejiang One Core Intelligent Technology Co., Ltd.",,
Kick It Labs,,
123GO,,
AIgnostics,,
Seven Data Spa,,
Conzumex Industries Private Limited,,
"Beijing Shenxing Technology Co., Ltd.",,
"Genyous Biomed International, Inc.",,
"Shanghai Boonray Smart Technology Co., Ltd.",,
Innovia Corporation,,
Sportcaster ApS,,
Oncolys BioPharma Inc.,,
Kovid Inc.,,
One Core Intelligent,,
